player_id,player_name,obpi_mean,obpi_median,obpi_matches,obpi_team_names,fifa_player_id,fifa_short_name,fifa_long_name,fifa_positions,fifa_club_name,fifa_league_name,fifa_nationality_name,fifa_version,fifa_update,fifa_update_date,fifa_overall,fifa_potential,fifa_pace,fifa_shooting,fifa_passing,fifa_dribbling,fifa_defending,fifa_physic,fifa_vision,fifa_reactions,match_type,match_confidence
38004,Piero Martín Hincapié Reyna,0.5503041255083004,0.5503041255083004,1,Bayer Leverkusen,256197,P. Hincapié,Piero Martín Hincapié Reyna,"LB, CB",Bayer 04 Leverkusen,Bundesliga,Ecuador,23,9,2023-01-13,78,85,83.0,39.0,64.0,71.0,78.0,75.0,53,74,exact_name,1.0
7044,Patrik Schick,0.5486186273717638,0.5486186273717638,1,Bayer Leverkusen,234236,P. Schick,Patrik Schick,ST,Bayer 04 Leverkusen,Bundesliga,Czech Republic,23,9,2023-01-13,84,86,78.0,82.0,71.0,83.0,36.0,76.0,74,82,exact_name,1.0
2954,Youri Tielemans,0.5480053547523428,0.5480053547523428,1,Belgium,216393,Y. Tielemans,Youri Tielemans,"CM, CDM",Leicester City,Premier League,Belgium,23,9,2023-01-13,84,86,56.0,80.0,86.0,79.0,70.0,73.0,86,83,exact_name,1.0
23454,Petr Ševčík,0.5463336023193295,0.5463336023193295,2,Czech Republic,247030,P. Ševčík,Petr Ševčík,"CM, RM, CDM",Slavia Praha,Fortuna Liga,Czech Republic,23,9,2023-01-13,76,76,74.0,71.0,77.0,78.0,69.0,73.0,79,72,exact_name,1.0
5562,Thomas Müller,0.5452222564615689,0.5795241050427142,5,Bayern Munich; Germany,189596,T. Müller,Thomas Müller,"CAM, CF",FC Bayern München,Bundesliga,Germany,23,9,2023-01-13,86,86,67.0,83.0,83.0,80.0,55.0,70.0,86,94,exact_name,1.0
20611,Boulaye Dia,0.5438075763963475,0.5438075763963475,1,Senegal,246242,B. Dia,Boulaye Dia,"ST, RW",Salernitana,Serie A,Senegal,23,9,2023-01-13,79,82,83.0,78.0,62.0,76.0,27.0,76.0,65,76,exact_name,1.0
50436,Fabian Rieder,0.5400954909567668,0.5541562144602112,4,Switzerland,259306,F. Rieder,Fabian Rieder,"CAM, CM",Young Boys,Super League,Switzerland,23,9,2023-01-13,70,83,70.0,68.0,70.0,73.0,50.0,61.0,75,52,exact_name,1.0
34639,Vitor Machado Ferreira,0.5393186301253735,0.5393186301253735,2,Paris Saint-Germain,255253,Vitinha,Vítor Machado Ferreira,"CM, CAM",Paris Saint Germain,Ligue 1,Portugal,23,9,2023-01-13,79,89,73.0,68.0,79.0,83.0,67.0,55.0,80,74,exact_name,1.0
132418,Bradley Locko,0.5391692160997789,0.5391692160997789,1,Stade de Reims,263908,B. Locko,Bradley Locko,"LB, LWB, LM",Reims,Ligue 1,France,23,9,2023-01-13,71,80,75.0,51.0,61.0,68.0,68.0,67.0,52,65,exact_name,1.0
5226,Mehdi Taremi,0.5390857195858834,0.5390857195858834,2,Iran,241788,M. Taremi,Mehdi Taremi,"ST, CF",Porto,Liga Portugal,Iran,23,9,2023-01-13,82,82,78.0,80.0,76.0,81.0,38.0,73.0,85,84,exact_name,1.0
3091,Moussa Sissoko,0.5374855295073406,0.5374855295073406,1,France,183394,M. Sissoko,Moussa Sissoko,"CDM, CM",Nantes,Ligue 1,France,23,9,2023-01-13,76,76,68.0,61.0,71.0,72.0,73.0,84.0,64,74,exact_name,1.0
41411,Nathan Tella,0.5350945239919693,0.5350945239919693,1,Bayer Leverkusen,237328,N. Tella,Nathan Tella,"LM, ST",Burnley,Championship,England,23,9,2023-01-13,72,79,86.0,67.0,62.0,75.0,31.0,55.0,63,62,exact_name,1.0
11990,Youssouf Fofana,0.5347798492000694,0.5347798492000694,2,France,245630,Y. Fofana,Youssouf Fofana,"CDM, CM",Monaco,Ligue 1,France,23,9,2023-01-13,80,84,71.0,67.0,74.0,77.0,76.0,78.0,77,79,exact_name,1.0
22740,Kang-In Lee,0.5345581562023792,0.5345581562023792,1,South Korea,243780,Lee Kang In,이강인 Kang In Lee,"LM, ST, CAM",Mallorca,La Liga,Korea Republic,23,9,2023-01-13,76,83,75.0,72.0,77.0,79.0,30.0,58.0,78,68,exact_name,1.0
3070,Florent Mollet,0.5334086933044753,0.5334086933044753,1,Nantes,209288,F. Mollet,Florent Mollet,"RM, CAM",Schalke 04,Bundesliga,France,23,9,2023-01-13,75,75,70.0,74.0,76.0,77.0,51.0,64.0,77,74,exact_name,1.0
45190,Dan Ndoye,0.532386138236937,0.532386138236937,2,Switzerland,257980,D. Ndoye,Dan Assane Ndoye,"RM, ST",Basel,Super League,Switzerland,23,9,2023-01-13,69,80,81.0,64.0,63.0,71.0,45.0,61.0,64,64,token_containment,0.94
29786,Elbasan Rashani,0.5309561360624303,0.5309561360624303,1,Clermont Foot,198731,E. Rashani,Elbasan Rashani,"LM, LW",Clermont,Ligue 1,Kosovo,23,9,2023-01-13,71,71,81.0,65.0,62.0,71.0,39.0,66.0,67,70,exact_name,1.0
5460,Andrej Kramarić,0.5304249028858464,0.5304249028858464,2,Croatia,216354,A. Kramarić,Andrej Kramarić,"CF, CAM",TSG Hoffenheim,Bundesliga,Croatia,23,9,2023-01-13,81,81,71.0,80.0,77.0,83.0,30.0,72.0,81,84,exact_name,1.0
16532,Daniel Olmo Carvajal,0.5300605509934048,0.5858395099224619,5,RB Leipzig; Spain,244260,Dani Olmo,Daniel Olmo Carvajal,"CAM, CF",RB Leipzig,Bundesliga,Spain,23,9,2023-01-13,82,87,67.0,76.0,81.0,86.0,50.0,59.0,83,83,exact_name,1.0
29989,Yusuf Yazıcı,0.529865323687523,0.529865323687523,2,Lille; Turkey,231887,Y. Yazıcı,Yusuf Yazıcı,"CF, CAM, RW",Trabzonspor,Super Lig,Turkey,23,9,2023-01-13,76,80,67.0,77.0,77.0,79.0,48.0,70.0,77,74,exact_name,1.0
32649,Mathis Rayan Cherki,0.5295654132654766,0.5295654132654766,1,Lyon,251570,R. Cherki,Mathis Rayan Cherki,"CAM, LW, RW",Olympique Lyonnais,Ligue 1,France,23,9,2023-01-13,73,88,71.0,67.0,70.0,82.0,21.0,60.0,68,69,exact_name,1.0
3557,Naïm Sliti,0.5289979409168043,0.5289979409168043,1,Tunisia,205257,N. Sliti,Naïm Sliti,LM,Al Ittifaq,Pro League,Tunisia,23,9,2023-01-13,73,73,70.0,69.0,69.0,78.0,34.0,67.0,72,71,exact_name,1.0
3567,Georginio Wijnaldum,0.5270769099172186,0.520509699627001,4,Netherlands,181291,G. Wijnaldum,Georginio Gregion Emile Wijnaldum,"CM, CDM",Roma,Serie A,Netherlands,23,9,2023-01-13,80,80,69.0,71.0,77.0,80.0,77.0,78.0,79,78,token_containment,0.94
363583,Brajan Gruda,0.5260720029489322,0.5260720029489322,1,FSV Mainz 05,272612,B. Gruda,Brajan Gruda,"RW, ST, CAM",FSV Mainz 05,Bundesliga,Germany,23,9,2023-01-13,59,77,67.0,63.0,53.0,63.0,28.0,49.0,51,51,exact_name,1.0
5245,Achraf Hakimi Mouh,0.5251889503763196,0.5251889503763196,2,Paris Saint-Germain,235212,A. Hakimi,Achraf Hakimi Mouh,"RB, RWB",Paris Saint Germain,Ligue 1,Morocco,23,9,2023-01-13,84,87,92.0,75.0,79.0,80.0,75.0,78.0,77,81,exact_name,1.0
16016,Michel Aebischer,0.5230808729285351,0.5230808729285351,1,Switzerland,236898,M. Aebischer,Michel Aebischer,CM,Bologna,Serie A,Switzerland,23,9,2023-01-13,75,78,71.0,65.0,75.0,75.0,65.0,74.0,74,71,exact_name,1.0
11383,László Bénes,0.5221402421185922,0.5221402421185922,2,Slovakia,234728,L. Bénes,László Bénes,"CM, CAM",Hamburger SV,2. Bundesliga,Slovakia,23,9,2023-01-13,73,77,60.0,70.0,78.0,74.0,47.0,61.0,76,72,exact_name,1.0
22212,Orkun Kökçü,0.5213067395311943,0.5715516832316492,3,Turkey,243245,O. Kökçü,Orkun Kökçü,"CM, CAM",Feyenoord,Eredivisie,Turkey,23,9,2023-01-13,80,86,72.0,75.0,82.0,79.0,67.0,76.0,84,73,exact_name,1.0
23658,Aurélio Gabriel Ulineia Buta,0.521028057168024,0.521028057168024,1,Eintracht Frankfurt,234573,Aurélio Buta,Aurélio Gabriel Ulineia Buta,"RM, RB, RWB",Eintracht Frankfurt,Bundesliga,Portugal,23,9,2023-01-13,72,75,93.0,59.0,66.0,74.0,64.0,68.0,67,67,exact_name,1.0
24443,Mikkel Damsgaard,0.5208400808554159,0.5180661019883627,4,Denmark,241508,M. Damsgaard,Mikkel Krogh Damsgaard,"LW, LM, CAM",Brentford,Premier League,Denmark,23,9,2023-01-13,76,84,83.0,68.0,71.0,81.0,48.0,61.0,76,68,token_containment,0.94
28239,Adam Hložek,0.519890303146349,0.5192969995923632,12,Bayer Leverkusen; Czech Republic,246618,A. Hložek,Adam Hložek,"CAM, LM, ST",Bayer 04 Leverkusen,Bundesliga,Czech Republic,23,9,2023-01-13,76,86,78.0,75.0,72.0,77.0,31.0,78.0,78,76,exact_name,1.0
8623,Dejan Ljubicic,0.5197970243915209,0.5197970243915209,1,FC Köln,240916,D. Ljubičić,Dejan Ljubičić,"RM, CDM, CM",FC Köln,Bundesliga,Austria,23,9,2023-01-13,76,79,78.0,70.0,71.0,75.0,72.0,78.0,74,76,exact_name,1.0
3533,Xherdan Shaqiri,0.5197486678416938,0.5385173753820308,6,Switzerland,193348,X. Shaqiri,Xherdan Shaqiri,"CAM, RM",Chicago Fire,Major League Soccer,Switzerland,23,9,2023-01-13,76,76,69.0,75.0,79.0,79.0,45.0,62.0,80,75,exact_name,1.0
6299,Aleksey Miranchuk,0.5192003685290897,0.5192003685290897,1,Russia,214092,A. Miranchuk,Aleksey Miranchuk,"CF, CAM",Torino,Serie A,Russia,23,9,2023-01-13,77,78,76.0,72.0,76.0,80.0,31.0,61.0,79,78,exact_name,1.0
8518,Marcel Sabitzer,0.5180185115579007,0.5275334847172792,3,Austria,204923,M. Sabitzer,Marcel Sabitzer,"CM, CDM, CAM",FC Bayern München,Bundesliga,Austria,23,9,2023-01-13,81,81,69.0,80.0,80.0,79.0,69.0,76.0,80,80,exact_name,1.0
25363,Antony Matheus dos Santos,0.5177749024848043,0.5177749024848043,1,Brazil,255475,Antony,Antony Matheus dos Santos,"RW, RM",Manchester United,Premier League,Brazil,23,9,2023-01-13,82,88,90.0,75.0,75.0,86.0,46.0,70.0,79,77,exact_name,1.0
51632,Sami Khalil Al Naji,0.5152446379407313,0.5152446379407313,1,Saudi Arabia,233961,S. Al Najai,Sami Khalil Al-Najei,"CAM, RM, LM",Al Nassr,Pro League,Saudi Arabia,23,9,2023-01-13,70,73,71.0,66.0,65.0,72.0,57.0,65.0,65,66,fuzzy_name,0.9743589743589743
39490,Luka Sučić,0.5136404875099584,0.5136404875099584,1,Croatia,258775,L. Sučić,Luka Sučić,"CAM, CM",Salzburg,Bundesliga,Croatia,23,9,2023-01-13,74,85,75.0,70.0,74.0,75.0,49.0,64.0,75,69,exact_name,1.0
19316,Roland Sallai,0.5122041964767634,0.5865138771349256,3,Hungary,234171,R. Sallai,Roland Sallai,"RM, CF",SC Freiburg,Bundesliga,Hungary,23,9,2023-01-13,76,77,75.0,70.0,71.0,78.0,37.0,65.0,74,74,exact_name,1.0
3621,Eden Hazard,0.512132953426403,0.47421311414254397,6,Belgium,183277,E. Hazard,Eden Michael Hazard,LW,Real Madrid,La Liga,Belgium,23,9,2023-01-13,84,84,83.0,79.0,82.0,87.0,35.0,63.0,84,77,token_containment,0.94
39167,Xavi Simons,0.5117922564173816,0.5056490261708115,5,Netherlands; RB Leipzig,245367,X. Simons,Xavi Quentin Shay Simons,"CAM, ST, RW",PSV,Eredivisie,Netherlands,23,9,2023-01-13,75,87,85.0,65.0,72.0,79.0,55.0,64.0,76,72,token_containment,0.94
3664,Trent Alexander-Arnold,0.511735970504942,0.511735970504942,1,England,231281,T. Alexander-Arnold,Trent Alexander-Arnold,RB,Liverpool,Premier League,England,23,9,2023-01-13,86,89,76.0,69.0,89.0,80.0,79.0,72.0,90,83,exact_name,1.0
7097,Christian Nørgaard,0.5077437059734599,0.5077437059734599,2,Denmark,210697,C. Nørgaard,Christian Thers Nørgaard,"CDM, CM",Brentford,Premier League,Denmark,23,9,2023-01-13,76,76,60.0,60.0,69.0,69.0,76.0,78.0,65,73,token_containment,0.94
22390,Francisco António Machado Mota de Castro Trincão,0.5036854931316644,0.5036854931316644,1,Barcelona,244778,Trincão,Francisco António Machado Mota Castro Trincão,"RW, RM",Sporting CP,Liga Portugal,Portugal,23,9,2023-01-13,76,83,78.0,72.0,70.0,81.0,39.0,59.0,74,78,fuzzy_name,0.967741935483871
40724,Florian Wirtz,0.5031176011254875,0.5268292590706738,22,Bayer Leverkusen,256630,F. Wirtz,Florian Richard Wirtz,"CAM, CM",Bayer 04 Leverkusen,Bundesliga,Germany,23,9,2023-01-13,82,91,78.0,73.0,80.0,86.0,51.0,60.0,85,80,token_containment,0.94
5503,Lionel Andrés Messi Cuccittini,0.5028115152318934,0.49937604291808385,21,Barcelona; Paris Saint-Germain,158023,L. Messi,Lionel Andrés Messi Cuccittini,RW,Paris Saint Germain,Ligue 1,Argentina,23,9,2023-01-13,91,91,81.0,89.0,90.0,94.0,34.0,64.0,94,92,exact_name,1.0
9638,Jack Grealish,0.5024059441400177,0.5024059441400177,1,England,206517,J. Grealish,Jack Grealish,"LW, LM",Manchester City,Premier League,England,23,9,2023-01-13,84,84,76.0,76.0,83.0,87.0,46.0,69.0,86,81,exact_name,1.0
10463,Sofiane Diop,0.5018791821310294,0.5018791821310294,1,AS Monaco,244892,S. Diop,Sofiane Diop,"LM, RM, CF",Nice,Ligue 1,France,23,9,2023-01-13,78,84,71.0,72.0,75.0,83.0,54.0,54.0,78,76,exact_name,1.0
3009,Kylian Mbappé Lottin,0.5006891687506372,0.5006891687506372,1,Paris Saint-Germain,231747,K. Mbappé,Kylian Mbappé Lottin,"ST, LW",Paris Saint Germain,Ligue 1,France,23,9,2023-01-13,91,95,97.0,89.0,80.0,92.0,36.0,76.0,83,93,exact_name,1.0
39624,Francisco Fernandes Conceição,0.5002848688935243,0.524959568137518,3,Portugal,261050,Francisco Conceição,Francisco Fernandes Conceição,RW,Ajax,Eredivisie,Portugal,23,9,2023-01-13,73,86,81.0,61.0,66.0,80.0,32.0,42.0,69,67,exact_name,1.0
24977,Christoph Baumgartner,0.49974891357268625,0.5284703085524278,3,Austria; RB Leipzig,242187,C. Baumgartner,Christoph Baumgartner,"CAM, CM, ST",TSG Hoffenheim,Bundesliga,Austria,23,9,2023-01-13,78,84,75.0,72.0,73.0,80.0,44.0,57.0,78,77,exact_name,1.0
3089,Kevin De Bruyne,0.4995029466897191,0.5225219347382634,7,Belgium,192985,K. De Bruyne,Kevin De Bruyne,"CM, CAM",Manchester City,Premier League,Belgium,23,9,2023-01-13,91,91,74.0,88.0,93.0,87.0,63.0,77.0,94,91,exact_name,1.0
40707,Jessic Ngankam,0.49405684527665267,0.49405684527665267,1,FSV Mainz 05,256658,J. Ngankam,Jessic Gaïtan Ngankam,"ST, RM",Hertha BSC,Bundesliga,Germany,23,9,2023-01-13,69,79,74.0,68.0,59.0,70.0,26.0,70.0,53,67,token_containment,0.94
4318,Davy Klaassen,0.4923057891763756,0.5459782804977467,3,Netherlands,203483,D. Klaassen,Davy Klaassen,"CAM, CM",Ajax,Eredivisie,Netherlands,23,9,2023-01-13,78,78,55.0,80.0,74.0,76.0,73.0,77.0,78,80,exact_name,1.0
7829,Wout Weghorst,0.4912006624704264,0.4912006624704264,2,Netherlands,223689,W. Weghorst,Wout Weghorst,ST,Beşiktaş,Super Lig,Netherlands,23,9,2023-01-13,79,79,59.0,77.0,60.0,69.0,52.0,87.0,67,81,exact_name,1.0
8403,Nadiem Amiri,0.49099129368420064,0.5535157809803657,6,Bayer Leverkusen,225309,N. Amiri,Nadiem Amiri,"CAM, CM",Bayer 04 Leverkusen,Bundesliga,Germany,23,9,2023-01-13,77,79,67.0,72.0,77.0,81.0,55.0,68.0,76,75,exact_name,1.0
3831,Dušan Tadić,0.4882475128211906,0.49311662165904546,4,Serbia,199434,D. Tadić,Dušan Tadić,"LW, CF, CAM",Ajax,Eredivisie,Serbia,23,9,2023-01-13,83,83,67.0,81.0,86.0,83.0,43.0,76.0,88,83,exact_name,1.0
3186,Julian Draxler,0.48737848740166306,0.48737848740166306,1,Paris Saint-Germain,202166,J. Draxler,Julian Draxler,"LW, CAM",Benfica,Liga Portugal,Germany,23,9,2023-01-13,79,79,72.0,76.0,80.0,82.0,58.0,65.0,81,78,exact_name,1.0
8217,Kingsley Coman,0.48311665610987103,0.48311665610987103,1,France,213345,K. Coman,Kingsley Junior Coman,"RM, LM",FC Bayern München,Bundesliga,France,23,9,2023-01-13,86,87,92.0,77.0,79.0,87.0,30.0,61.0,81,86,exact_name,1.0
5548,Steven Zuber,0.48271788059713094,0.48271788059713094,1,Switzerland,190059,S. Zuber,Steven Zuber,LM,AEK Athens,Super League,Switzerland,23,9,2023-01-13,74,74,77.0,70.0,73.0,71.0,67.0,73.0,70,74,exact_name,1.0
6720,Pablo Sarabia García,0.48079382454100017,0.4444444444444445,3,Paris Saint-Germain,198950,Pablo Sarabia,Pablo Sarabia García,"RW, CAM, LW",Paris Saint Germain,Ligue 1,Spain,23,9,2023-01-13,81,81,73.0,76.0,82.0,82.0,57.0,59.0,83,79,exact_name,1.0
5623,Jae-Sung Lee,0.48077241143972327,0.48077241143972327,2,FSV Mainz 05; South Korea,221671,Lee Jae Sung,이재성 李在成,"CM, CAM, CF",FSV Mainz 05,Bundesliga,Korea Republic,23,9,2023-01-13,76,76,68.0,64.0,75.0,81.0,57.0,61.0,80,76,exact_name,1.0
5487,Antoine Griezmann,0.48045192072832976,0.4854210800572418,15,Barcelona; France,194765,A. Griezmann,Antoine Griezmann,"ST, CF",Atlético Madrid,La Liga,France,23,9,2023-01-13,84,84,78.0,83.0,83.0,85.0,57.0,73.0,85,85,exact_name,1.0
39565,Jamal Musiala,0.4795735353717245,0.4742405982608414,3,Bayern Munich; Germany,256790,J. Musiala,Jamal Musiala,"CAM, LM, CM",FC Bayern München,Bundesliga,Germany,23,9,2023-01-13,83,92,80.0,72.0,74.0,89.0,63.0,60.0,79,84,exact_name,1.0
3042,Mikel Merino Zazón,0.47945688812376663,0.47945688812376663,1,Spain,225193,Merino,Mikel Merino Zazón,"CM, LM, RM",Real Sociedad,La Liga,Spain,23,9,2023-01-13,83,86,73.0,78.0,81.0,82.0,82.0,81.0,81,84,exact_name,1.0
22137,Yohann Magnin,0.4791823709669,0.4791823709669,1,Clermont Foot,244970,Y. Magnin,Yohann Magnin,"CM, CDM, RWB",Clermont,Ligue 1,France,23,9,2023-01-13,70,73,68.0,55.0,62.0,70.0,69.0,61.0,67,70,exact_name,1.0
4447,Martin Braithwaite Christensen,0.4774420658624158,0.4813401342578745,4,Denmark,193290,M. Braithwaite,Martin Braithwaite Christensen,"LW, LM, ST",Espanyol,La Liga,Denmark,23,9,2023-01-13,77,77,82.0,75.0,72.0,80.0,34.0,75.0,74,76,exact_name,1.0
3620,Scott McTominay,0.47706324384731646,0.47706324384731646,2,Scotland,237238,S. McTominay,Scott McTominay,"CDM, CM",Manchester United,Premier League,Scotland,23,9,2023-01-13,80,83,63.0,74.0,74.0,75.0,78.0,86.0,74,77,exact_name,1.0
3375,Adrien Thomasson,0.47620480307429985,0.47620480307429985,1,Lens,208787,A. Thomasson,Adrien Thomasson,"CM, CAM",Strasbourg,Ligue 1,France,23,9,2023-01-13,76,76,69.0,72.0,77.0,77.0,65.0,70.0,78,77,exact_name,1.0
31031,Adil Aouchiche,0.47542404888381734,0.47542404888381734,1,Saint-Étienne,253102,A. Aouchiche,Adil Aouchiche,"LM, CAM, CM",Lorient,Ligue 1,France,23,9,2023-01-13,71,78,68.0,63.0,71.0,73.0,56.0,60.0,73,69,exact_name,1.0
3235,Ludovic Blas,0.47455665334884406,0.47455665334884406,1,Nantes,231102,L. Blas,Ludovic Blas,"CAM, RM, ST",Nantes,Ligue 1,France,23,9,2023-01-13,79,83,73.0,77.0,77.0,82.0,58.0,64.0,78,73,exact_name,1.0
6971,Cengiz Ünder,0.47062259505169934,0.47062259505169934,2,Marseille; Olympique de Marseille,235889,C. Ünder,Cengiz Ünder,"RW, RM",Olympique Marseille,Ligue 1,Turkey,23,9,2023-01-13,78,81,79.0,75.0,77.0,78.0,38.0,51.0,79,76,exact_name,1.0
80484,Iliman Ndiaye,0.468240722560377,0.468240722560377,1,Senegal,261188,I. Ndiaye,Iliman Ndiaye,"CAM, ST",Sheffield United,Championship,Senegal,23,9,2023-01-13,71,81,81.0,68.0,62.0,76.0,33.0,57.0,66,67,exact_name,1.0
3501,Philippe Coutinho Correia,0.46784844017734756,0.4393785426419601,6,Barcelona,189242,Coutinho,Philippe Coutinho Correia,"CAM, LW, CM",Aston Villa,Premier League,Brazil,23,9,2023-01-13,81,81,62.0,77.0,81.0,86.0,52.0,57.0,83,80,exact_name,1.0
8804,Jonas Hofmann,0.46755012647964383,0.45219788666598043,23,Bayer Leverkusen; Germany,210324,J. Hofmann,Jonas Hofmann,"CAM, RM, LM",Borussia Mönchengladbach,Bundesliga,Germany,23,9,2023-01-13,81,81,73.0,76.0,80.0,80.0,64.0,72.0,81,83,exact_name,1.0
30486,Pedro González López,0.4671213433148988,0.4861440198427809,8,Barcelona; Spain,251854,Pedri,Pedro González López,CM,FC Barcelona,La Liga,Spain,23,9,2023-01-13,85,92,79.0,67.0,81.0,87.0,68.0,74.0,88,85,exact_name,1.0
25104,Rodrygo Silva de Goes,0.46620470990826335,0.4648505166367263,3,Brazil,243812,Rodrygo,Rodrygo Silva de Goes,"RW, LW, ST",Real Madrid,La Liga,Brazil,23,9,2023-01-13,81,88,88.0,77.0,74.0,84.0,32.0,61.0,73,78,exact_name,1.0
